id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,price,min_nights
51816428,Union Station,10/15/2015,T,0.98,1,Entire home/apt,6,1 bath,2,3,208,1
51818199,Capitol Hill,10/15/2018,T,0.95,2,Entire home/apt,2,1 bath,1,1,125,2
51893946,Union Station,9/5/2012,T,0.97,1,Entire home/apt,3,1 bath,1,2,85,3
51922422,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,8,2 baths,3,4,273,3
51944798,Union Station,5/29/2012,T,1,4,Entire home/apt,4,1 bath,,2,126,1
51963661,Union Station,8/30/2021,F,0.94,2,Entire home/apt,6,2.5 baths,2,4,331,31
51975989,Dupont Circle,2/6/2015,T,1,2,Entire home/apt,2,1 bath,1,1,230,3
51987458,Dupont Circle,8/13/2013,F,0.99,196,Entire home/apt,6,2 baths,3,3,460,7
51987731,Dupont Circle,8/13/2013,F,0.99,196,Entire home/apt,6,3 baths,3,3,309,7
52001607,Capitol Hill,9/1/2021,T,1,1,Entire home/apt,4,1 bath,2,3,173,3
52003587,Capitol Hill,8/21/2016,T,1,1,Entire home/apt,4,1 bath,2,2,296,2
52041391,Union Station,6/1/2021,T,1,2,Entire home/apt,15,3.5 baths,4,6,636,2
52069671,Capitol Hill,5/16/2011,T,0.95,1,Entire home/apt,2,1 bath,,1,75,1
52163897,Capitol Hill,4/7/2021,F,0.97,11,Entire home/apt,6,2 baths,2,3,253,3
52188587,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,4,2 baths,2,2,189,31
52201387,Capitol Hill,5/11/2015,T,0.98,27,Entire home/apt,6,4 baths,4,4,347,4
52239871,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,180,1
52239878,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,219,1
52240404,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,235,1
52240462,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,203,1
52240980,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,211,1
52246295,Shaw,9/13/2021,T,0.99,1,Entire home/apt,2,1 bath,,1,131,2
52254140,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,186,32
52339597,Union Station,9/18/2021,F,1,2,Entire home/apt,8,3.5 baths,3,5,225,5
52365042,Union Station,10/7/2011,T,0.91,1,Entire home/apt,4,1 bath,1,1,152,2
52382433,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,5,1.5 baths,2,2,252,2
52382504,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,1,148,1
52382557,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,7,2.5 baths,3,3,400,2
52405664,Foggy Bottom,2/22/2021,F,0.98,6,Entire home/apt,2,1 bath,1,1,208,1
52406870,Foggy Bottom,2/22/2021,F,0.98,6,Entire home/apt,4,1 bath,1,1,246,1
52407058,Capitol Hill,5/11/2016,T,0.97,8,Entire home/apt,4,2 baths,2,2,350,2
52436715,Shaw,9/7/2021,F,1,6,Entire home/apt,4,1 bath,1,2,200,1
52436766,Shaw,9/7/2021,F,1,6,Entire home/apt,4,1 bath,1,2,194,1
52436834,Shaw,9/7/2021,F,1,6,Entire home/apt,5,1 bath,2,3,275,1
52436840,Shaw,9/7/2021,F,1,6,Entire home/apt,4,1 bath,1,2,205,1
52496361,Dupont Circle,10/8/2015,T,1,2,Entire home/apt,2,1 bath,1,1,164,2
52518334,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,180,31
52533356,Union Station,9/29/2021,T,0.97,2,Entire home/apt,5,2 baths,3,3,426,3
52548082,Dupont Circle,1/22/2015,T,1,1,Entire home/apt,4,2 baths,2,2,135,31
52583446,Shaw,10/2/2021,T,1,1,Entire home/apt,4,1 bath,2,3,156,1
52593789,Union Station,6/1/2021,T,1,2,Entire home/apt,10,2.5 baths,3,4,589,31
52636090,Union Station,6/16/2016,T,1,1,Entire home/apt,4,1 bath,1,1,125,1
52669060,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,2,105,2
52674817,Union Station,9/23/2016,T,,27,Entire home/apt,2,1 bath,1,1,1000,2
52754210,Capitol Hill,12/27/2014,F,1,2,Entire home/apt,4,1 bath,1,2,80,2
52778681,Capitol Hill,9/30/2014,F,,1,Entire home/apt,2,1 bath,1,1,129,1
52802036,Capitol Hill,10/4/2021,F,1,1,Entire home/apt,4,1 bath,1,1,120,1
52809535,Shaw,10/15/2021,T,0.97,1,Entire home/apt,4,2.5 baths,2,3,685,3
52861739,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,168,31
52861899,Union Station,6/1/2017,T,1,1,Entire home/apt,2,1 bath,1,1,92,8
52878079,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,2,154,31
52878265,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,135,2
52878311,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,103,31
52898793,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,171,2
52912226,Union Station,5/26/2021,F,1,1,Entire home/apt,4,1 bath,1,4,169,3
52935936,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,302,31
52939714,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,179,2
52949076,Capitol Hill,5/16/2013,T,0.97,3,Entire home/apt,2,1 bath,1,1,120,2
52987235,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,194,2
52991846,Capitol Hill,10/25/2021,T,0.96,7,Entire home/apt,2,1 bath,1,1,152,31
52992636,Capitol Hill,11/4/2020,T,0.98,1,Entire home/apt,2,1 bath,1,2,105,2
52994570,Capitol Hill,10/12/2021,T,1,6,Entire home/apt,5,1 bath,2,2,120,31
53062687,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,116,31
53067586,Union Station,10/15/2015,T,0.98,284,Entire home/apt,6,4 baths,3,3,449,31
53109555,Union Station,11/1/2021,T,1,1,Entire home/apt,4,1 bath,1,2,130,2
53145578,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,2,175,31
53150537,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,2,163,2
53154583,Capitol Hill,7/13/2012,T,0.99,1,Entire home/apt,3,1 bath,1,2,131,1
53172204,Georgetown,5/14/2012,T,0.99,3,Entire home/apt,6,1.5 baths,3,4,382,2
53173706,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,281,31
53187754,Capitol Hill,10/25/2021,T,0.96,7,Entire home/apt,2,1 bath,1,1,176,2
53205272,Union Station,9/23/2016,T,,27,Entire home/apt,6,1.5 baths,3,4,312,2
53227047,Capitol Hill,10/9/2012,T,1,1,Entire home/apt,4,1 bath,1,2,237,2
53277515,Dupont Circle,6/3/2017,T,0.98,7,Entire home/apt,4,1 bath,2,2,164,7
53290703,Georgetown,6/20/2016,T,0.88,1,Entire home/apt,4,2.5 baths,2,2,725,180
53316396,Capitol Hill,5/15/2014,F,1,5,Entire home/apt,2,1 bath,1,2,118,3
53356279,Capitol Hill,9/18/2021,F,,2,Entire home/apt,3,1 bath,1,1,85,31
53362379,Dupont Circle,4/6/2018,F,0.83,11,Entire home/apt,2,1 bath,1,1,95,31
53413141,Capitol Hill,11/18/2021,T,0.99,1,Entire home/apt,4,1 bath,1,2,159,2
53415476,Union Station,7/23/2014,T,0.99,4,Entire home/apt,6,2 baths,2,2,169,2
53494834,Union Station,11/23/2021,T,1,1,Entire home/apt,6,1.5 baths,3,3,328,3
53509301,Capitol Hill,8/15/2015,F,1,1,Entire home/apt,2,1.5 baths,1,1,275,3
53509854,Capitol Hill,5/11/2016,T,0.97,8,Entire home/apt,5,1.5 baths,2,3,348,2
53556450,Georgetown,8/13/2013,F,0.99,196,Entire home/apt,12,3 baths,6,6,618,7
53557825,Georgetown,11/26/2021,T,1,1,Entire home/apt,3,1 bath,1,2,140,2
53557947,Union Station,4/18/2015,T,,1,Entire home/apt,4,1 bath,1,3,149,3
53559268,Capitol Hill,12/22/2016,F,1,2,Entire home/apt,5,1 bath,2,3,250,2
53570414,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,166,2
53580223,Dupont Circle,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,199,32
53603351,Shaw,4/27/2016,F,0.81,44,Entire home/apt,4,1 bath,2,2,108,31
53657060,Capitol Hill,12/30/2014,T,1,1,Entire home/apt,4,1 bath,1,2,129,2
53741239,Dupont Circle,10/8/2013,F,0.97,8,Entire home/apt,5,2 baths,2,2,493,1
53834887,Capitol Hill,3/16/2015,T,1,1,Entire home/apt,2,1 bath,1,1,154,1
53843317,Union Station,12/15/2021,F,,1,Entire home/apt,2,1 bath,1,1,300,31
53843598,Shaw,11/4/2014,F,0.94,3,Entire home/apt,4,1 bath,1,2,194,5
53862600,Shaw,7/29/2020,T,1,1,Entire home/apt,6,2 baths,2,3,240,2
53877691,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,151,32
53895342,Capitol Hill,8/24/2016,T,0.95,2,Entire home/apt,2,1 bath,1,2,85,3
53919426,Capitol Hill,2/8/2016,T,0.97,4,Entire home/apt,6,2 baths,3,3,371,2
53937890,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,2,1 bath,,1,295,2
53938276,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,2,1 bath,,1,278,2
53939227,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,6,2 baths,2,3,544,2
53939232,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,2,1 bath,,1,233,2
53939250,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,,2,260,2
53939398,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,1,2,308,2
53939485,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,1,2,324,2
53939672,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,1,2,263,2
53941334,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,1 bath,2,2,376,31
53953956,Dupont Circle,5/8/2015,F,,1,Entire home/apt,4,2 baths,2,3,132,31
53957479,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,1,1,169,2
53958255,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,166,2
53958894,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,188,2
54023049,Capitol Hill,12/27/2021,T,1,1,Entire home/apt,6,1.5 baths,3,2,196,2
54039531,Capitol Hill,12/3/2020,T,1,4,Entire home/apt,5,2 baths,3,3,301,3
54054615,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,1,2,319,2
54094540,Capitol Hill,6/16/2015,T,1,2,Entire home/apt,4,1 bath,2,2,325,1
54229496,Union Station,11/30/2013,T,0.93,1,Entire home/apt,3,1 bath,1,2,145,4
54230875,Union Station,6/5/2014,T,,1,Entire home/apt,4,1 bath,1,3,157,2
54274637,Foggy Bottom,1/12/2022,T,0.99,1,Entire home/apt,4,1.5 baths,2,3,329,2
54296485,Capitol Hill,10/25/2021,T,0.96,7,Entire home/apt,4,1.5 baths,2,2,264,31
54353625,Georgetown,6/14/2015,T,1,1,Entire home/apt,8,2 baths,3,6,450,1
54376409,Union Station,4/7/2021,F,0.97,11,Entire home/apt,2,1 bath,1,1,93,3
54376826,Capitol Hill,1/20/2022,F,0.78,1,Entire home/apt,6,2.5 baths,3,3,200,2
5.29781E+17,Dupont Circle,2/26/2018,F,0.85,1,,2,1 bath,1,2,114,1
5.40739E+17,Capitol Hill,10/28/2013,T,0.99,2,Entire home/apt,3,1 bath,1,1,250,5
5.43744E+17,Capitol Hill,10/10/2016,T,0.98,1,Entire home/apt,4,1 bath,1,2,202,2
5.46943E+17,Capitol Hill,3/26/2016,T,0.98,1,Entire home/apt,3,1 bath,,2,141,2
5.48009E+17,Union Station,7/29/2015,F,0.99,339,Entire home/apt,10,4 baths,5,5,863,3
5.4931E+17,Dupont Circle,3/9/2019,T,0.98,22,Entire home/apt,2,2 baths,1,1,219,32
5.49951E+17,Union Station,12/26/2021,T,1,2,Entire home/apt,3,1 bath,1,1,190,6
5.50107E+17,Capitol Hill,1/28/2022,F,1,1,Entire home/apt,6,2.5 baths,3,3,140,31
5.51311E+17,Union Station,1/30/2022,T,1,2,Entire home/apt,4,1 bath,1,2,133,2
5.53584E+17,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,2,1 bath,,1,216,2
5.55704E+17,Union Station,10/15/2015,T,0.98,284,Entire home/apt,8,4 baths,4,7,301,3
5.56341E+17,Capitol Hill,1/13/2022,F,1,1,Entire home/apt,4,1 bath,1,2,186,1
5.58931E+17,Union Station,2/9/2022,F,0.97,1,Entire home/apt,4,1 bath,1,2,116,2
5.61613E+17,Shaw,8/2/2021,F,1,2,Entire home/apt,3,1 bath,1,1,150,2
5.62321E+17,Capitol Hill,2/5/2013,F,0.95,5,Entire home/apt,2,1 bath,1,1,163,2
5.63136E+17,Capitol Hill,2/15/2022,T,0.97,1,Entire home/apt,2,1 bath,1,1,171,2
5.67926E+17,Shaw,9/21/2016,T,1,92,Entire home/apt,4,1 bath,1,2,290,2
5.68201E+17,Union Station,3/21/2016,T,0.99,10,Entire home/apt,8,3.5 baths,4,5,415,3
5.69511E+17,Capitol Hill,10/15/2018,T,0.95,2,Entire home/apt,2,1 bath,1,1,145,2
5.69751E+17,Georgetown,4/24/2015,T,0.98,4,Entire home/apt,4,2.5 baths,2,2,668,2
5.71765E+17,Union Station,8/30/2021,F,0.94,2,Entire home/apt,4,1 bath,1,1,190,3
5.72439E+17,Capitol Hill,2/28/2022,T,0.96,1,Entire home/apt,4,1.5 baths,2,2,274,2
5.72445E+17,Dupont Circle,3/6/2018,T,1,14,Private room,2,1.5 baths,1,1,355,1
5.72449E+17,Dupont Circle,3/6/2018,T,1,14,Private room,4,2 baths,2,2,475,1
5.72692E+17,Capitol Hill,2/28/2022,F,1,1,Entire home/apt,4,1 bath,1,2,181,3
5.73969E+17,Foggy Bottom,2/22/2021,F,0.98,6,Entire home/apt,2,1 bath,1,1,208,1
5.73975E+17,Foggy Bottom,2/22/2021,F,0.98,6,Entire home/apt,2,1 bath,1,1,185,1
5.76645E+17,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,90,2
5.78222E+17,Georgetown,10/15/2015,T,0.98,284,Entire home/apt,6,1.5 baths,2,3,221,3
5.786E+17,Union Station,3/9/2022,F,0.94,5,Entire home/apt,2,1 bath,1,1,83,3
5.8022E+17,Capitol Hill,12/16/2016,F,0.97,5607,Entire home/apt,4,2 baths,2,2,277,32
5.81175E+17,Dupont Circle,10/8/2012,T,1,14,Entire home/apt,7,1 bath,3,3,418,2
5.82706E+17,Capitol Hill,9/9/2019,T,0.99,2,Entire home/apt,6,1 bath,2,3,332,2
5.83242E+17,Union Station,12/10/2014,T,1,1,Entire home/apt,4,1 bath,1,2,118,1
5.84537E+17,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,5,2 baths,3,3,280,1
5.87623E+17,Capitol Hill,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,96,31
5.8905E+17,Capitol Hill,7/20/2019,T,0.96,2,Entire home/apt,6,1.5 baths,2,3,188,1
5.89074E+17,Shaw,8/16/2020,F,0.99,4,Entire home/apt,2,1 bath,,1,115,1
5.89632E+17,Shaw,12/10/2016,F,1,3,Entire home/apt,5,2 baths,2,2,315,31
5.89748E+17,Union Station,6/30/2016,F,0.98,2,Entire home/apt,2,1 bath,1,1,124,2
5.89832E+17,Shaw,12/4/2012,T,0.73,1,Entire home/apt,10,3.5 baths,4,5,1200,3
5.89994E+17,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,89,31
5.90549E+17,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,198,2
5.90554E+17,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,186,2
5.91294E+17,Union Station,8/21/2016,T,0.99,1,Entire home/apt,2,1 bath,1,1,121,2
5.94343E+17,Shaw,6/17/2018,T,1,1,Entire home/apt,4,1 bath,,2,103,1
5.94972E+17,Shaw,6/22/2020,F,1,4,Entire home/apt,2,1 bath,1,2,148,1
5.95033E+17,Union Station,3/31/2022,T,1,1,Entire home/apt,10,5 baths,5,5,550,4
5.95081E+17,Dupont Circle,1/30/2021,T,1,8,Entire home/apt,3,1 bath,,3,103,30
5.95563E+17,Shaw,6/30/2016,T,1,8,Entire home/apt,4,1 bath,1,2,191,2
5.95576E+17,Shaw,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,,1,105,1
5.9627E+17,Shaw,10/28/2013,T,0.99,16,Entire home/apt,2,1 bath,1,1,109,31
5.96328E+17,Shaw,10/28/2013,T,0.99,16,Entire home/apt,2,1 bath,1,1,109,91
5.98017E+17,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,1 bath,2,2,253,2
5.98671E+17,Shaw,2/16/2016,T,1,1,Entire home/apt,4,1 bath,1,2,443,1
5.99536E+17,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,187,2
5.99566E+17,Capitol Hill,4/10/2016,F,0.98,1,Entire home/apt,5,1 bath,1,2,138,1
6.03028E+17,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,171,2
6.03581E+17,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,6,1 bath,2,3,183,2
6.0359E+17,Union Station,12/27/2017,F,1,1,Entire home/apt,4,1 bath,1,2,263,2
6.03596E+17,Union Station,6/6/2016,F,1,1,Entire home/apt,4,1 bath,1,2,138,3
6.04177E+17,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,162,32
6.04553E+17,Capitol Hill,2/8/2016,T,0.97,4,Entire home/apt,4,1 bath,2,2,168,2
6.05013E+17,Georgetown,4/14/2022,T,1,2,Entire home/apt,3,1 bath,1,1,213,2
6.05421E+17,Union Station,7/24/2014,T,1,1,Entire home/apt,2,1 bath,1,1,118,2
6.06463E+17,Union Station,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,83,2
6.07267E+17,Shaw,8/6/2016,T,0.87,1,Entire home/apt,2,1.5 baths,1,1,149,2
6.07858E+17,Capitol Hill,6/3/2015,T,0.99,2,Entire home/apt,4,1 bath,1,2,164,1
6.09493E+17,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,192,2
6.12484E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,443,1
6.12501E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,315,2
6.14142E+17,Shaw,2/11/2019,T,1,2,Entire home/apt,8,2 baths,4,4,650,2
6.14423E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,329,2
6.14438E+17,Shaw,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,136,2
6.15173E+17,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,85,31
6.15338E+17,Capitol Hill,1/22/2016,T,1,4,Entire home/apt,6,1 bath,1,3,131,1
6.16595E+17,Capitol Hill,11/15/2013,F,0.85,2,Entire home/apt,2,1 bath,1,1,110,3
6.17201E+17,Foggy Bottom,12/12/2012,T,1,1,Entire home/apt,3,1 bath,1,2,175,3
6.18748E+17,Shaw,10/15/2015,T,0.98,284,Entire home/apt,8,5 baths,4,4,659,5
6.19052E+17,Union Station,1/27/2018,T,1,16,Entire home/apt,5,1 bath,2,3,190,31
6.23154E+17,Dupont Circle,6/22/2020,F,1,4,Entire home/apt,3,1 bath,1,1,100,31
6.24466E+17,Dupont Circle,7/10/2019,F,0.67,1,Entire home/apt,4,2.5 baths,2,2,350,2
6.25357E+17,Capitol Hill,1/2/2017,T,0.99,3,Entire home/apt,6,2 baths,2,2,167,1
6.25386E+17,Union Station,1/2/2017,T,0.99,3,Entire home/apt,10,2.5 baths,3,5,246,1
6.31869E+17,Capitol Hill,1/9/2018,T,0.98,1,Entire home/apt,2,1 bath,1,1,138,2
6.32639E+17,Dupont Circle,10/8/2012,T,1,14,Entire home/apt,4,1 bath,1,2,168,2
6.32679E+17,Shaw,6/22/2020,F,1,4,Private room,1,1 private bath,,1,180,1
6.33471E+17,Capitol Hill,2/8/2016,T,0.97,4,Entire home/apt,2,1 bath,1,1,87,2
6.33975E+17,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,148,3
6.33989E+17,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,120,2
6.34658E+17,Capitol Hill,5/24/2022,T,1,1,Entire home/apt,2,1 bath,1,1,134,2
6.34776E+17,Dupont Circle,10/8/2012,T,1,14,Entire home/apt,10,2 baths,4,6,602,2
6.36215E+17,Shaw,4/23/2014,T,0.92,3,Entire home/apt,5,1 bath,2,2,220,2
6.38604E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,1,199,2
6.38954E+17,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,4,2.5 baths,2,2,182,31
6.39293E+17,Union Station,4/25/2015,T,0.99,1,Entire home/apt,3,1 bath,1,2,141,3
6.39735E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,1,199,2
6.40475E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,315,2
6.4114E+17,Union Station,8/27/2014,T,1,4,Entire home/apt,6,1.5 baths,1,3,226,2
6.41167E+17,Dupont Circle,1/13/2013,T,1,1,Entire home/apt,4,1 bath,1,2,215,3
6.42629E+17,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,126,2
6.42917E+17,Shaw,5/16/2022,F,0.84,8,Entire home/apt,4,1 bath,2,2,139,1
6.4342E+17,Dupont Circle,4/10/2017,F,0.5,2,Entire home/apt,4,2 baths,2,2,155,31
6.43592E+17,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,7,4 baths,3,5,595,2
6.43661E+17,Union Station,5/16/2022,F,0.84,8,Entire home/apt,12,3.5 baths,6,6,660,1
6.43689E+17,Georgetown,7/19/2017,F,0.64,6,Entire home/apt,5,1 bath,3,3,239,7
6.44784E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,4,1 bath,2,2,399,31
6.45465E+17,Union Station,10/21/2014,T,1,1,Entire home/apt,6,1.5 baths,2,3,257,2
6.46942E+17,Foggy Bottom,6/11/2022,T,0.97,2,Entire home/apt,5,2.5 baths,2,4,527,2
6.47824E+17,Capitol Hill,1/15/2016,F,,1,Entire home/apt,4,1 bath,1,2,121,2
6.48001E+17,Union Station,7/9/2012,F,0.67,1,Entire home/apt,3,1 bath,1,2,120,1
6.48397E+17,Capitol Hill,10/24/2017,T,0.98,1,Entire home/apt,4,1 bath,1,2,184,1
6.48966E+17,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,158,32
6.50003E+17,Union Station,12/23/2014,F,0.99,2244,Private room,2,1 bath,1,1,322,1
6.54358E+17,Union Station,10/25/2016,T,0.94,1,Entire home/apt,3,1 bath,1,1,101,2
6.565E+17,Shaw,1/25/2016,T,1,1,Entire home/apt,2,1 bath,1,1,200,2
6.57153E+17,Union Station,6/25/2022,T,0.97,1,Entire home/apt,2,1 bath,1,1,145,3
6.58748E+17,Capitol Hill,6/27/2022,T,1,1,Entire home/apt,4,1 bath,1,2,149,2
6.58842E+17,Dupont Circle,1/20/2015,T,0.99,1,Entire home/apt,2,1 bath,1,1,139,2
6.58882E+17,Union Station,6/27/2022,F,1,2,Entire home/apt,5,1.5 baths,2,3,203,2
6.59746E+17,Union Station,6/29/2022,T,0.98,3,Entire home/apt,4,1 bath,1,2,203,2
6.59965E+17,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,143,32
6.60776E+17,Capitol Hill,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,143,31
6.60923E+17,Capitol Hill,2/10/2018,F,0.98,3,Entire home/apt,2,1 bath,1,1,93,1
6.61414E+17,Shaw,6/30/2016,T,1,8,Entire home/apt,6,1.5 baths,2,2,277,2
6.62244E+17,Capitol Hill,10/5/2013,T,1,1,Entire home/apt,4,1 bath,1,2,177,2
6.63083E+17,Georgetown,9/20/2014,T,1,16,Entire home/apt,3,1 bath,1,2,155,31
6.63735E+17,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,185,1
6.6378E+17,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,198,1
6.63803E+17,Dupont Circle,7/26/2013,F,1,2,,2,1 bath,1,1,111,183
6.645E+17,Georgetown,3/17/2020,F,0.97,2,Entire home/apt,4,2 baths,2,2,185,4
6.66078E+17,Georgetown,7/19/2017,F,0.64,6,Entire home/apt,3,1 bath,1,4,198,7
6.66763E+17,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,185,31
6.67948E+17,Union Station,11/7/2010,F,1,3,Entire home/apt,7,2.5 baths,4,5,350,5
6.6973E+17,Georgetown,3/19/2013,F,,1,Entire home/apt,2,1 bath,1,1,177,2
6.72333E+17,Georgetown,10/15/2015,T,0.98,284,Entire home/apt,5,3 baths,3,4,718,31
6.74532E+17,Shaw,8/13/2013,F,0.99,196,Entire home/apt,4,2.5 baths,2,2,370,4
6.75338E+17,Shaw,5/14/2019,T,1,2,Entire home/apt,6,1.5 baths,2,4,271,2
6.78283E+17,Union Station,12/29/2011,T,0.98,1,Entire home/apt,4,2.5 baths,2,3,299,3
6.79638E+17,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,8,2 baths,4,4,502,3
6.79786E+17,Shaw,2/11/2019,T,1,2,Entire home/apt,3,1 bath,1,1,153,2
6.82633E+17,Shaw,3/18/2017,T,1,5,Entire home/apt,10,3.5 baths,3,4,482,3
6.84495E+17,Capitol Hill,4/7/2021,F,0.97,11,Entire home/apt,8,1.5 baths,3,5,564,3
6.84839E+17,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,184,31
6.84879E+17,Shaw,4/5/2022,F,1,1,Entire home/apt,4,1 bath,1,1,126,2
6.85354E+17,Union Station,5/6/2013,F,1,1,Entire home/apt,4,1 bath,1,2,130,2
6.88638E+17,Union Station,6/8/2014,F,0.41,5,Entire home/apt,2,1 bath,1,1,229,1
6.89194E+17,Shaw,5/3/2016,T,1,3,Entire home/apt,6,2 baths,3,4,359,2
6.89884E+17,Foggy Bottom,8/13/2013,F,0.99,196,Entire home/apt,4,2 baths,2,2,250,4
6.91451E+17,Union Station,7/9/2012,T,1,3,Entire home/apt,4,1 bath,2,2,102,31
6.94934E+17,Shaw,5/17/2021,T,0.99,2,Entire home/apt,3,1 bath,1,2,212,2
6.94942E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
6.94942E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
6.94942E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,270,1
