id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,price,min_nights
6.94942E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,270,1
6.94942E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
6.94942E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
6.97784E+17,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,2,2,302,1
6.99168E+17,Union Station,7/17/2014,T,1,1,Entire home/apt,4,1 bath,1,2,164,2
7.01459E+17,Georgetown,9/15/2018,F,0.97,64,Private room,4,1 private bath,1,2,193,1
7.01531E+17,Union Station,4/18/2018,F,0.75,5,Entire home/apt,8,2.5 baths,3,2,200,31
7.01988E+17,Foggy Bottom,9/15/2018,F,0.97,64,Private room,2,1 private bath,1,1,188,1
7.0234E+17,Georgetown,8/26/2022,F,0.7,1,Entire home/apt,6,1.5 baths,3,3,657,3
7.03404E+17,Georgetown,4/14/2022,T,1,2,Entire home/apt,3,1 bath,,1,199,2
7.06647E+17,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,2,1 bath,1,1,185,1
7.08841E+17,Georgetown,3/4/2017,T,1,3,Entire home/apt,6,1 bath,2,2,233,1
7.11655E+17,Capitol Hill,5/18/2009,F,0.99,164,Entire home/apt,6,2.5 baths,3,4,294,1
7.12198E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
7.12198E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
7.12198E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
7.12894E+17,Union Station,5/9/2016,F,1,1,Entire home/apt,3,1 bath,1,2,85,2
7.14651E+17,Shaw,5/14/2019,T,1,2,Entire home/apt,4,1 bath,1,2,121,2
7.18979E+17,Shaw,7/14/2022,F,1,40,Entire home/apt,6,1 bath,2,2,249,1
7.20441E+17,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,269,31
7.20922E+17,Union Station,4/6/2011,T,0.99,193,Entire home/apt,4,1 bath,2,2,187,2
7.2302E+17,Dupont Circle,6/17/2016,F,1,1,Entire home/apt,4,1 bath,1,2,286,2
7.25386E+17,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,3,200,31
7.26034E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,31
7.26212E+17,Union Station,9/30/2016,F,1,1,Entire home/apt,2,1 bath,1,1,121,2
7.26787E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
7.26895E+17,Shaw,5/3/2016,T,1,3,Entire home/apt,6,2 baths,3,4,446,2
7.27599E+17,Shaw,12/31/2015,F,0.97,1,Entire home/apt,2,1 bath,1,1,138,2
7.28023E+17,Union Station,10/1/2022,T,0.97,1,Entire home/apt,4,1 bath,1,1,115,2
7.28554E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
7.30382E+17,Union Station,6/2/2015,T,0.95,1,Entire home/apt,3,1 bath,1,1,198,2
7.33314E+17,Union Station,6/5/2013,T,1,1,Entire home/apt,4,2 baths,2,2,200,2
7.34195E+17,Shaw,10/9/2022,F,0.99,2,Entire home/apt,5,2.5 baths,2,2,251,3
7.34227E+17,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,525,2
7.34236E+17,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,223,2
7.35637E+17,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,150,31
7.36291E+17,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,6,2.5 baths,3,3,368,2
7.36944E+17,Shaw,5/16/2022,F,0.84,8,Entire home/apt,8,2 baths,4,4,271,1
7.39052E+17,Union Station,12/27/2015,T,0.92,1,Entire home/apt,4,1 bath,1,1,148,2
7.41972E+17,Shaw,1/16/2020,T,0.97,2,Entire home/apt,4,1 bath,1,2,248,2
7.47015E+17,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,127,31
7.47772E+17,Dupont Circle,5/18/2015,T,0.99,5,Entire home/apt,6,1 bath,2,3,226,2
7.47778E+17,Dupont Circle,5/18/2015,T,0.99,5,Entire home/apt,10,2.5 baths,4,7,686,2
7.48626E+17,Dupont Circle,6/28/2012,F,1,3,Entire home/apt,2,1 bath,,1,115,1
7.50046E+17,Capitol Hill,1/6/2016,T,1,2,Entire home/apt,4,1 bath,2,2,250,5
7.50826E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,195,2
7.52222E+17,Union Station,10/15/2015,T,0.98,284,Entire home/apt,7,2.5 baths,4,5,212,2
7.55393E+17,Georgetown,11/8/2022,T,0.99,1,Entire home/apt,3,1 bath,1,2,235,2
7.6011E+17,Shaw,10/9/2022,F,0.99,2,Entire home/apt,4,1 bath,1,2,155,3
7.6014E+17,Shaw,10/15/2015,T,0.98,284,Entire home/apt,6,1 bath,2,3,204,3
7.60276E+17,Union Station,6/27/2022,F,1,2,Entire home/apt,5,1.5 baths,2,3,240,2
7.62383E+17,Union Station,7/11/2022,F,0.99,2,Entire home/apt,7,2 baths,2,3,193,2
7.70668E+17,Foggy Bottom,8/13/2013,F,0.99,196,Entire home/apt,4,2 baths,2,2,335,4
7.72502E+17,Union Station,11/27/2022,F,0.99,17,Entire home/apt,3,1 bath,1,1,185,2
7.73774E+17,Capitol Hill,12/7/2014,T,1,3,Entire home/apt,4,1.5 baths,2,2,160,3
7.73987E+17,Capitol Hill,5/15/2014,F,1,5,Entire home/apt,5,2.5 baths,3,4,305,4
7.74846E+17,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,95,31
7.75003E+17,Capitol Hill,1/27/2014,F,0.98,109,Entire home/apt,6,3.5 baths,2,3,296,1
7.75461E+17,Foggy Bottom,5/3/2020,F,0.75,2,Entire home/apt,3,1 bath,1,1,200,1
7.76841E+17,Capitol Hill,6/27/2017,F,1,1,Entire home/apt,6,1.5 baths,3,3,401,2
7.77574E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,195,31
7.77612E+17,Union Station,4/6/2011,T,0.99,193,Entire home/apt,8,3.5 baths,3,4,519,2
7.78376E+17,Dupont Circle,5/2/2016,T,0.88,2,Entire home/apt,8,2.5 baths,3,6,550,1
7.78436E+17,Dupont Circle,5/2/2016,T,0.88,2,Entire home/apt,4,1 bath,1,3,200,1
7.79582E+17,Shaw,9/15/2009,F,0.89,4,Entire home/apt,4,1 bath,1,1,120,31
7.80355E+17,Union Station,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,102,31
7.80615E+17,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,80,31
7.81883E+17,Georgetown,10/15/2015,T,0.98,284,Entire home/apt,7,3.5 baths,4,4,657,3
7.82441E+17,Union Station,7/11/2017,F,0.91,2,Entire home/apt,2,1.5 baths,1,1,189,3
7.82553E+17,Shaw,12/15/2022,T,1,1,Entire home/apt,3,1 bath,1,2,167,2
7.83276E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,31
7.83276E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
7.83276E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,187,1
7.83276E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,187,31
7.85366E+17,Georgetown,12/19/2022,F,0.94,1,Entire home/apt,3,1 bath,1,2,256,2
7.85708E+17,Dupont Circle,6/8/2015,T,0.98,3,Entire home/apt,2,1 bath,,2,110,31
7.86242E+17,Union Station,11/27/2022,F,0.99,17,Entire home/apt,4,2.5 baths,2,2,205,1
7.86448E+17,Union Station,12/20/2022,T,1,1,Entire home/apt,3,1 bath,1,1,111,2
7.86887E+17,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,90,31
7.87192E+17,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,90,31
7.90079E+17,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,90,31
7.90219E+17,Union Station,4/30/2018,F,0.99,11,Entire home/apt,2,1 bath,1,1,107,1
7.90228E+17,Union Station,4/30/2018,F,0.99,11,Entire home/apt,3,1 bath,1,1,115,1
7.90599E+17,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,,2,229,2
7.90614E+17,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,142,2
7.93341E+17,Union Station,8/27/2014,T,1,4,Entire home/apt,6,3 baths,3,4,351,3
7.96452E+17,Union Station,10/19/2014,T,0.97,7,Entire home/apt,7,2 baths,2,4,394,1
8.02414E+17,Union Station,9/2/2013,F,1,14,Entire home/apt,8,2.5 baths,3,4,375,2
8.02974E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,195,2
8.02974E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,195,2
8.02974E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,1,199,2
8.02974E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,1,199,2
8.02974E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,315,2
8.02974E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,329,2
8.02975E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,329,2
8.04571E+17,Shaw,7/14/2022,F,1,40,Entire home/apt,6,1 bath,2,2,269,1
8.04616E+17,Shaw,7/14/2022,F,1,40,Entire home/apt,6,1 bath,2,2,259,1
8.06017E+17,Capitol Hill,1/16/2023,T,1,1,Entire home/apt,4,1 bath,1,2,193,2
8.06491E+17,Shaw,2/24/2020,T,0.99,6,Entire home/apt,4,2 baths,1,2,400,2
8.0652E+17,Capitol Hill,12/14/2016,F,,1,Entire home/apt,3,1 bath,1,2,130,4
8.1151E+17,Georgetown,8/17/2011,F,1,1,Entire home/apt,3,1 bath,1,2,150,3
8.14403E+17,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,98,31
8.1482E+17,Shaw,3/18/2017,T,1,5,Entire home/apt,12,5 baths,4,5,549,3
8.15437E+17,Union Station,1/29/2023,F,1,1,Entire home/apt,4,1 bath,1,2,110,2
8.1588E+17,Union Station,9/5/2016,F,1,2,Entire home/apt,2,1 bath,,1,95,1
8.16581E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
8.16672E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
8.16672E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
8.16672E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
8.17241E+17,Shaw,7/29/2016,T,1,3,Entire home/apt,4,2 baths,2,2,203,31
8.17377E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
8.17384E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
8.17391E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
8.18937E+17,Union Station,2/3/2023,F,1,1,Entire home/apt,4,1 bath,1,2,175,2
8.2108E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
8.21083E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
8.21083E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
8.21083E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
8.21086E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
8.21219E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
8.26014E+17,Capitol Hill,5/24/2018,F,1,1,Entire home/apt,4,1 bath,1,2,175,3
8.26133E+17,Capitol Hill,8/18/2017,F,0.76,51,Shared room,5,1 shared bath,,6,34,1
8.30549E+17,Capitol Hill,8/5/2019,F,0.91,1,Entire home/apt,2,1 bath,1,1,125,2
8.31022E+17,Union Station,1/5/2016,F,0.98,30,Entire home/apt,8,2 baths,3,4,204,1
8.31438E+17,Union Station,2/20/2023,F,0.98,1,Entire home/apt,6,2 baths,3,3,253,2
8.33866E+17,Capitol Hill,12/20/2015,F,,9,Entire home/apt,2,1 bath,1,1,150,3
8.3415E+17,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,231,31
8.3543E+17,Capitol Hill,2/5/2013,F,0.95,5,Entire home/apt,4,2.5 baths,2,2,571,4
8.35706E+17,Union Station,8/3/2016,F,1,1,Entire home/apt,4,1 bath,1,1,159,2
8.36142E+17,Georgetown,10/24/2014,F,0.99,3,Entire home/apt,6,2.5 baths,2,2,400,3
8.36164E+17,Georgetown,10/24/2014,F,0.99,3,Entire home/apt,6,2.5 baths,2,2,400,3
8.36317E+17,Union Station,3/24/2017,F,0.99,1894,Entire home/apt,9,3 baths,4,5,429,2
8.37203E+17,Capitol Hill,12/6/2017,T,1,2,Entire home/apt,4,1.5 baths,2,3,145,1
8.39848E+17,Georgetown,2/4/2017,F,1,21,Entire home/apt,10,3 baths,5,4,529,3
8.40678E+17,Union Station,7/24/2016,F,1,1,Entire home/apt,2,1 bath,1,1,99,2
8.41252E+17,Union Station,9/16/2016,F,0.92,444,Entire home/apt,3,1 bath,1,2,221,1
8.41252E+17,Union Station,10/14/2013,F,0.95,513,,5,2 baths,2,3,350,1
8.41256E+17,Union Station,12/19/2017,F,0.99,271,,5,2 baths,2,3,408,1
8.41256E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
8.41256E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
8.41256E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
8.41256E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
8.41257E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
8.41257E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
8.41257E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
8.41257E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
8.42153E+17,Union Station,6/27/2012,T,0.99,11,Entire home/apt,6,1 bath,2,3,197,2
8.43022E+17,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,2.5 baths,2,2,482,2
8.47083E+17,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,6,1 bath,2,4,148,3
8.47866E+17,Dupont Circle,9/10/2015,F,0.96,14,Entire home/apt,2,1 bath,1,1,200,2
8.4791E+17,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,7,2 baths,2,4,208,3
8.48601E+17,Union Station,3/16/2023,F,0.91,1,Entire home/apt,3,1.5 baths,1,1,161,2
8.49193E+17,Union Station,3/24/2017,F,0.99,1894,Entire home/apt,5,1 bath,1,3,91,2
8.52054E+17,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,132,2
8.53806E+17,Union Station,3/23/2023,F,0.98,2,Entire home/apt,8,3 baths,5,5,439,3
8.56498E+17,Union Station,4/7/2021,F,0.97,11,Entire home/apt,6,2 baths,2,2,173,3
8.62195E+17,Union Station,10/14/2013,F,0.95,513,Entire home/apt,3,1 bath,1,2,199,1
8.62195E+17,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,2 baths,2,3,350,1
8.62195E+17,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,1 bath,2,3,300,1
8.62326E+17,Union Station,9/16/2016,F,0.92,444,Entire home/apt,3,1 bath,1,1,232,2
8.62326E+17,Union Station,9/16/2016,F,0.92,444,Entire home/apt,5,2 baths,2,3,382,2
8.62326E+17,Union Station,9/16/2016,F,0.92,444,Entire home/apt,5,2 baths,2,3,382,2
8.62326E+17,Union Station,9/16/2016,F,0.92,444,Entire home/apt,5,1 bath,2,3,366,2
8.62326E+17,Union Station,10/14/2013,F,0.95,513,Entire home/apt,3,1 bath,1,1,199,2
8.62326E+17,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,2 baths,2,3,329,2
8.62326E+17,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,2 baths,2,3,329,2
8.62326E+17,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,1 bath,2,3,315,2
8.62326E+17,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,1 bath,2,3,315,2
8.62326E+17,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,315,2
8.62332E+17,Union Station,11/11/2021,F,0.79,1,Entire home/apt,4,1 bath,2,2,195,2
8.62562E+17,Shaw,10/7/2015,F,1,1,Entire home/apt,2,1 bath,1,1,250,3
8.68103E+17,Shaw,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,128,3
8.68536E+17,Union Station,5/25/2015,F,0.97,2,Entire home/apt,2,1 bath,1,1,99,1
8.6882E+17,Union Station,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,145,2
8.74897E+17,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,154,31
8.76069E+17,Shaw,8/13/2013,F,0.99,196,Entire home/apt,5,2.5 baths,2,2,343,7
8.76151E+17,Capitol Hill,6/15/2020,F,1,2,Entire home/apt,8,2.5 baths,2,6,190,4
8.76165E+17,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,157,31
8.76719E+17,Shaw,4/23/2014,T,0.92,3,Entire home/apt,4,1 bath,1,2,195,2
8.7823E+17,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,4,1 bath,2,2,216,2
8.7827E+17,Union Station,5/7/2019,T,0.98,17,Entire home/apt,14,4 baths,6,6,463,1
8.78329E+17,Foggy Bottom,3/5/2016,T,0.96,3,Entire home/apt,2,1 bath,1,1,269,1
8.78418E+17,Shaw,10/15/2015,T,0.98,284,Entire home/apt,4,2 baths,2,2,201,3
8.78876E+17,Capitol Hill,4/17/2023,F,1,3,Entire home/apt,7,2 baths,3,4,309,2
8.78883E+17,Capitol Hill,4/17/2023,F,1,3,Entire home/apt,5,2 baths,2,3,273,2
8.78984E+17,Union Station,5/7/2019,T,0.98,17,Entire home/apt,14,4 baths,6,7,613,1
8.82517E+17,Georgetown,10/24/2014,F,0.99,3,Entire home/apt,6,2.5 baths,2,4,400,3
8.82865E+17,Georgetown,1/10/2022,T,1,4,Entire home/apt,3,1 bath,1,1,342,1
8.84189E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,165,31
8.84193E+17,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,2,1.5 baths,1,1,251,31
8.84196E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,4,1 bath,2,2,204,31
8.84244E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,215,31
8.84263E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,153,31
8.84265E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,276,31
8.84266E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,135,31
8.8427E+17,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,148,31
8.84271E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,132,31
8.84274E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,177,31
8.84277E+17,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,155,31
8.84284E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,190,31
8.84371E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,196,31
8.84372E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,295,31
8.8438E+17,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,299,31
8.84381E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,149,31
8.84384E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,132,31
8.84386E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,132,31
8.8439E+17,Georgetown,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,173,31
8.84393E+17,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,168,31
8.84397E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,239,31
8.84404E+17,Union Station,4/26/2023,F,1,285,Entire home/apt,2,1.5 baths,1,1,151,31
8.84406E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,133,31
8.84415E+17,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,239,31
8.84416E+17,Union Station,4/26/2023,F,1,285,Entire home/apt,2,1.5 baths,1,1,142,31
8.8442E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,204,31
8.84438E+17,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,146,31
8.8444E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,196,31
8.84441E+17,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,140,31
8.84444E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,132,31
8.84449E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,273,31
8.84475E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,4,1.5 baths,2,2,306,31
8.84476E+17,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,4,1 bath,2,2,195,31
8.84482E+17,Union Station,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,196,31
8.84484E+17,Union Station,4/26/2023,F,1,285,Entire home/apt,6,2 baths,3,3,259,31
8.84494E+17,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,207,31
8.84495E+17,Union Station,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,190,31
8.84495E+17,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,162,31
8.84501E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,136,31
8.84503E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,189,31
8.84509E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,199,31
8.84523E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,252,31
8.84523E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,223,31
8.84528E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,135,31
8.84532E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,230,31
8.84536E+17,Union Station,4/26/2023,F,1,285,Entire home/apt,2,1.5 baths,1,1,152,31
8.84538E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,249,31
8.84561E+17,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,196,31
8.84569E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,151,31
8.84576E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,137,31
8.84577E+17,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,164,31
8.84592E+17,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,138,31
8.86868E+17,Union Station,9/29/2021,T,0.97,2,Entire home/apt,5,2 baths,3,3,345,3
8.8754E+17,Shaw,4/23/2016,F,1,1,Entire home/apt,2,1 bath,1,1,158,3
8.87772E+17,Georgetown,3/24/2017,F,0.99,1894,Entire home/apt,6,1.5 baths,3,3,197,2
8.93782E+17,Union Station,1/5/2016,F,0.98,30,Entire home/apt,8,2 baths,2,3,181,1
8.94052E+17,Capitol Hill,4/26/2023,F,0.96,35,Entire home/apt,3,1 bath,1,1,122,1
8.96686E+17,Dupont Circle,10/24/2019,F,0.99,10,Entire home/apt,2,1 bath,1,1,210,1
8.97136E+17,Union Station,2/9/2016,F,,1,Entire home/apt,4,1 bath,1,2,103,1
8.98339E+17,Union Station,5/19/2014,F,1,1,Entire home/apt,2,1 bath,1,1,98,2
8.98411E+17,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,198,31
8.9938E+17,Union Station,7/30/2017,F,1,2,Entire home/apt,3,1 bath,1,1,90,2
9.02192E+17,Union Station,4/30/2018,F,0.99,11,Entire home/apt,4,1 bath,2,2,97,1
9.02362E+17,Shaw,5/29/2023,F,1,1,Entire home/apt,4,1 bath,2,3,200,31
9.03581E+17,Union Station,8/6/2020,T,1,21,Entire home/apt,7,2.5 baths,3,4,301,2
9.10011E+17,Union Station,4/6/2011,T,0.99,193,Entire home/apt,4,1 bath,1,2,201,2
